,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
item_108,0.045702137,-0.03654059,-0.3718359,-0.58316785,-0.3557089,0.23272163,-0.2026951,0.07018894,0.13161363,-0.22721025,0.28213927,0.29791528,0.16721004,0.34546787,0.06932583,-0.34979793,0.2446479,0.40301713,-0.17897278
item_109,-0.20536663,-0.018670168,-0.041103296,-0.41721028,-0.18154007,-0.110053994,-0.18209293,0.04833523,-0.4970016,0.017928183,0.6746951,-0.05097999,-0.25275087,0.25023714,-0.2674337,0.38991892,0.37040734,-0.2608943,-0.09391193
item_110,0.089757524,-0.16974711,-0.17747971,-0.2702644,-0.15926856,-0.02402718,-0.06776487,0.16914341,-0.42633715,0.30515093,-0.13445397,0.23036696,0.4379586,-0.09898003,-0.19584478,-0.04789639,0.3697587,-0.15959464,0.110181704
item_111,-0.24008964,0.07308186,-0.104726695,-0.17970157,0.48430184,-0.12509686,0.5945247,0.104429185,-0.8064705,0.43431616,0.07639625,-0.2132275,-0.2626269,0.35836262,0.060850486,-0.08107227,0.39932096,0.09828307,-0.42373952
item_112,0.1218673,-0.41447234,-0.5285682,0.14135803,-0.31485713,-0.024494318,0.08645973,0.40775463,-0.5516124,-0.12961961,-0.009864832,-0.006111436,0.039726883,0.2780255,0.26275364,0.22270481,-0.13277318,-0.23058832,0.017241796
item_113,0.1138072,0.042714294,-0.20488901,-0.48249924,0.2147114,-0.0021162084,-0.19486809,0.04187354,-0.15705197,-0.12033809,0.105047494,0.21020801,0.4208147,-0.11701893,0.26266062,0.47716963,0.073927395,0.21312079,-0.36819315
item_114,0.06599038,0.041622955,-0.45311287,-0.15530734,-0.23325723,-0.44904393,-0.07290454,-0.058283348,-0.4444793,0.10709252,0.15520951,-0.07203861,-0.11316681,0.87734383,-0.12862068,-0.05507722,0.5246956,-0.067753375,-0.0091048265
item_115,-0.37124214,0.051314346,-0.43977705,0.0092170965,-0.22302976,0.122263156,0.19404559,0.34371418,-0.38058197,-0.050149377,0.051542684,0.34314373,-0.07012532,0.27342537,0.09389759,-0.16471362,0.4558206,0.35601816,-0.30942565
item_116,-0.019392172,0.0050510657,0.56305957,0.06763464,0.4387753,-0.24994393,-0.50642204,0.031548448,0.10818037,-0.028515777,0.5824315,-0.06954357,0.27086264,-0.47240096,-0.18665919,0.44423768,-0.27271685,0.19194211,0.019548455
item_117,0.09044928,-0.10626089,0.11469545,0.053637434,0.17566304,0.3080889,0.5907105,-0.53949976,0.18078023,0.11981342,-0.34706652,-0.13055031,0.02325026,0.37555534,0.11299487,-0.1298353,-0.007813638,0.22304569,-0.022677837
item_118,0.11706765,0.37456733,-0.5772961,-0.14674051,-0.04089774,0.1776315,-0.2027452,0.027421271,-0.3709085,0.112400495,0.27144855,-0.06335974,0.046211753,0.6501547,-0.44296646,-0.13802098,0.73214215,-0.41271666,0.06404407
item_119,0.04019269,-0.20199625,-0.025416037,0.14669243,0.04322848,-0.36574668,-0.21172704,0.4455465,-0.6076583,0.11066275,0.16538572,-0.20805465,-0.19220494,0.19022152,-0.074565984,-0.12728503,0.10626339,0.19892764,-0.17843252
item_120,0.17944759,0.40804496,-0.19254827,-0.03599538,0.5063211,-0.31076214,0.1208517,-0.0743841,-0.39200598,-0.3538044,0.069560856,0.24700996,0.7038927,0.22174236,0.011578262,0.18095231,0.28728804,0.3305858,-0.3105623
item_121,0.2939846,0.027785089,-0.030423706,-0.43337786,0.12076761,-0.43538532,0.06708489,-0.45549536,-0.28176436,-0.026905457,-0.25474674,0.023979576,0.57551986,0.29754362,-0.051466044,-0.12977271,0.022369238,-0.17954431,0.14399146
item_122,0.18521531,0.233132,0.15443516,0.30909735,-0.084143795,0.29587635,0.35693997,0.18288748,-0.41803068,-0.14402878,0.15676694,-0.5217271,0.3640298,0.041198373,3.0223266e-05,0.25119364,0.049576722,-0.047818772,-0.038488552
item_123,-0.44339836,0.061656874,0.23972611,0.1023924,0.39156348,0.18105598,0.3763446,-0.06361168,-0.2097159,0.2803403,-0.016695224,-0.6262661,-0.3089092,-0.12537129,-0.14219013,-0.32250217,0.6076692,-0.013561916,-0.18658264
item_124,-0.048717868,-0.013455553,-0.42306608,-0.23163779,-0.27474287,-0.43411458,-0.34049964,0.2583122,-0.4562923,-0.18809362,0.2504813,-0.07591935,0.06636772,0.36317,-0.27637944,0.08021098,0.2128662,-0.02112461,0.037111603
item_125,-0.41805273,-0.009036368,0.13562492,-0.13413672,-0.0767717,-0.16000138,0.36480343,0.36515483,0.05362425,0.29472288,0.27499378,0.36779878,-0.5385031,0.5210603,-0.2381534,-0.15560581,-0.18973157,0.19422874,-0.6250029
item_126,0.2970343,0.15147696,-0.065139174,0.10970847,-0.85197586,-0.24663647,0.33610794,0.11274619,-0.31061706,0.26161236,0.2720664,0.09655189,0.04470794,-0.37068704,0.1347523,-0.18982375,-0.35536665,-0.19293094,-0.22175303
item_127,-0.5116632,0.18723021,-0.15877603,-0.24168342,0.0641485,0.37121415,-0.17343305,0.44539478,-0.18156289,0.07771825,-0.047652513,-0.56232846,-0.40215662,0.025970425,0.21588954,-0.3228187,0.78661114,-0.13911344,0.19340853
item_128,0.21613586,0.4056411,-0.35358244,-0.44300264,0.39621598,0.3379675,0.18385196,0.16220528,0.14295718,0.1614687,0.16995141,-0.08215138,-0.12860872,-0.22476096,0.13057067,0.19908391,0.058171324,-0.23662947,-0.12611699
item_129,-0.017365621,-0.3968185,-0.31429058,-0.13314898,-0.19609743,-0.118904024,-0.32833368,0.2712864,-0.5192189,-0.5976978,-0.30239516,0.18611252,0.19302352,0.26668465,-0.12588736,-0.06929507,0.56594604,-0.26834017,-0.23804708
item_130,-0.38457707,0.091424726,-0.23972882,0.046556633,-0.30865553,0.30411258,0.5906042,-0.081303604,0.3433336,0.119510256,0.06034664,0.105715506,0.44184774,-0.23288222,0.05473318,0.18754834,-0.17788112,-0.17521873,-0.30366823
item_131,0.013132517,-0.11470977,0.2546398,-0.0774391,-0.16289544,0.44821203,0.42476183,-0.15334556,-0.31140295,0.13619155,-0.2689427,-0.023746515,1.22516,-0.07938319,-0.6700841,0.5822987,-0.5028413,0.13798234,-0.42313746
item_132,0.37310576,0.40645096,-0.081135854,-0.042906046,0.29088712,-0.024578935,-0.12450323,0.19271913,0.038175933,-0.08329007,0.29604855,-0.101863384,0.14908336,0.06540704,0.34226468,0.024349086,0.08663879,0.0016846126,-0.0403885
item_133,0.24707761,-0.2780975,-0.33598787,-0.12681302,-0.24886823,-0.35080558,-0.39228296,0.14915775,-0.5307636,0.040347684,-0.08782496,-0.10974669,0.40474987,-0.42256913,-0.33394378,0.44845834,0.10588226,-0.06915146,-0.17843796
item_134,0.27244827,0.40534487,-0.6573803,-0.40209827,-0.04337347,-0.09983457,0.0614572,-0.1655527,-0.25665966,-0.19365986,0.00043269672,0.0203237,1.1559675,-0.03780662,-0.38779965,0.32591367,0.04132853,-0.046320576,-0.21674997
item_135,-0.034513555,0.011579968,-0.24556667,-0.3484749,-0.5987785,-0.0783072,0.0348358,0.41343132,-0.02134151,0.102094114,0.2671577,-0.017623933,-0.1740944,-0.042509157,0.010562345,-0.6414957,0.1430852,-0.28424314,-0.12453038
item_136,0.14574938,0.17225333,-0.005122228,-0.35154864,0.13189995,-0.0113626355,0.30675638,-0.11508772,0.1328779,0.40582874,-0.0037773096,-0.18386914,0.38713184,-0.05965627,-0.17734964,0.23193866,0.30378515,-0.07153343,0.0923286
item_137,-0.4050885,-0.16582039,0.2976008,0.31638306,0.18591943,-0.2684231,0.3206739,-0.048320867,-0.5365123,0.34039497,-0.32955343,-0.06702386,-0.23340823,-0.22658019,0.017752623,-0.039526075,0.3689243,0.037882965,-0.46182033
item_138,0.16257721,-0.16058229,-0.21300194,-0.06809786,-0.13588841,-0.0954619,0.023022713,0.015467762,-0.06725767,0.33224177,0.0733277,0.5509221,0.16443247,0.017048571,0.031738553,0.108878225,-0.19669293,-0.5197697,-0.23840886
item_139,0.41253698,-0.49215704,0.08113163,-0.39471307,0.2449809,-0.38871157,-0.033140678,-0.31995255,-0.22656558,-0.012841854,-0.12387832,0.33053973,0.2242608,0.21619374,-0.05331617,0.1357768,-0.17182484,-0.014056759,0.13213177
item_140,-0.3370222,-0.19184853,-0.31895635,0.09137505,-0.3200798,0.07782271,0.096399084,0.51943856,0.0014765998,0.24517027,0.24699247,0.18282206,0.018087082,0.12665671,0.010293809,-0.23017414,-0.07382089,-0.30311704,0.06646705
item_141,0.23653983,-0.18963727,0.11281959,-0.22311151,-0.26032776,-0.3483191,0.121604286,0.35438508,0.31434906,0.047668144,-0.028249636,-0.19081195,-0.40772244,0.052733332,0.08682413,-0.13223445,-0.037915498,-0.17307283,0.18479122
item_142,0.41836035,0.42091823,-0.4987258,0.115295954,0.037517145,-0.3295324,-0.2968365,0.30247346,-0.85798913,0.14472662,0.37403977,0.3859438,0.81248033,0.7301879,-0.17840351,0.52180606,-0.12022623,-0.20399474,-0.31091824
item_143,0.32306233,-0.17406803,0.03311051,-0.3650668,0.2604331,-0.16352068,0.065104865,0.480921,-0.6444717,-0.0048708827,-0.20299464,-0.058094457,0.109858155,0.041080352,0.05642562,-0.31028837,0.1375191,-0.07809115,-0.12635975
item_144,-0.050313883,0.1410157,-0.5140168,0.23821682,-0.08132432,-0.30502886,-0.23155,-0.091356404,0.08586787,-0.018303249,0.10250586,0.59408754,0.12390263,0.45895505,-0.40727282,0.2042012,-0.080202736,-0.20447518,-0.25486562
item_145,0.027464943,0.11197,0.15178852,-0.08720613,-0.02577387,0.1342321,0.26864278,-0.1994482,0.10045792,-0.05834227,-0.3953248,-0.3256897,0.42566535,-0.10018288,-0.022564732,-0.02179472,0.18833376,0.24573188,0.032883063
item_146,0.09541898,0.5188241,0.016643863,-0.22992975,-0.060701337,-0.54573536,-0.22291,0.6022278,0.060815044,0.40047672,0.20108241,0.103024215,0.28311464,-0.22544603,0.20287494,-0.8298214,0.23902155,0.035389945,0.19506466
item_147,-0.15065238,-0.010955641,-0.086662084,0.06487055,-0.077232294,-0.2724898,0.10080356,0.11084343,-0.22039726,-0.054386906,-0.09000662,0.45939308,0.22479968,0.00045586337,-0.010196311,-0.15041807,0.3154454,-0.4096721,-0.16629978
item_148,0.82662153,0.17273295,-0.41771215,-0.5345085,0.040957816,-0.100715615,-0.265728,0.13498124,-0.12284761,0.12681206,0.042260475,-0.44884598,0.18259439,0.29967716,0.22068702,0.17503846,-0.21676277,0.39244616,0.039329756
item_149,0.10220243,0.59051156,-0.22490941,0.08531901,0.011800114,-0.03519224,-0.52286553,0.45573604,-0.06627706,0.13115382,0.22030686,-0.02122241,-0.0038733445,0.45988193,0.09163751,0.029093824,0.7454444,-0.45361605,-0.18310478
item_150,-0.020626528,-0.10106382,-0.19838288,-0.15375295,0.15086551,-0.34219185,-0.5146481,0.14228186,-0.40258643,0.50216705,-0.118080534,0.23680066,0.18622008,-0.37472987,-0.13269381,-0.27237746,0.48799425,-0.24229899,0.11638836
item_151,0.10419767,-0.48892483,-0.41205597,0.22231992,0.22744913,-0.047138397,0.34104195,0.18011194,0.27144057,0.037783165,0.24651389,-0.20557635,0.20367724,0.41732162,0.5021824,0.4592384,-0.35840037,0.018850563,0.0072896453
item_152,-0.017424932,-0.16661385,-0.1841929,0.06790399,-0.33506793,-0.07416254,-0.5447228,0.32309163,-0.26151323,0.0959937,-0.23954986,-0.43848127,0.3871725,0.48058045,-0.11408228,0.791896,0.30225387,-0.36508018,-0.24192616
item_153,-0.20630173,0.45913935,-0.14984605,0.0700105,0.2087737,-0.34828568,0.44407773,-0.23701559,-1.0166049,0.4588873,-0.1876735,-0.27112597,-0.278245,0.07196746,-0.46971676,-0.22189689,-0.08717862,0.01858397,-0.15092593
item_154,-0.04184692,0.17567953,-0.35958177,0.25161558,-0.22502382,0.07524718,-0.43992373,0.06946889,-0.56083804,-0.16903315,0.07457761,-0.037914496,0.06917799,0.02050527,0.20035674,0.23638791,0.15341094,-0.32943586,-0.25327733
item_155,0.10566498,-0.29140133,-0.21580575,-0.5161714,0.046098545,0.047903027,0.011931573,0.13254616,-0.1586724,0.23339163,0.015071977,-0.6312225,0.57966125,-0.11699852,0.15887214,-0.3360861,0.45394105,-0.12696709,0.31767002
item_156,-0.69329727,-0.08242535,0.29828697,0.07190784,-0.033295754,-0.038497154,0.12651455,-0.67651963,0.18446448,0.030972881,-0.30822283,1.0432483,0.24982928,0.68182683,-0.10659724,-0.5238858,0.54484695,0.08766528,0.028081642
item_157,0.008127705,-0.040103886,0.024320755,-0.3453913,0.296977,-0.34457844,0.19308107,0.38602987,0.10567272,-0.100398205,-0.21624455,0.051754784,0.22354917,0.019221794,-0.08986385,0.0071771964,-0.12865879,0.116477795,-0.41954923
item_158,-0.07705514,0.22054568,-0.12247103,0.24428459,0.68212706,-0.12914264,0.019743009,0.70221496,0.3069652,-0.16982132,0.4981731,-0.10505044,0.20062347,-0.120923854,0.2681984,-0.16909562,0.6105625,-0.13036184,-0.40516832
item_159,0.12578678,0.08638348,-0.062648706,0.07764083,-0.22945978,0.09657258,-0.059568666,0.020854363,-0.23854499,0.37685534,-0.05504003,0.19372968,0.08382247,0.20689015,-0.18119778,-0.23275515,0.5077153,-0.10986768,-0.22643381
item_160,-0.257597,0.19959955,-0.13736664,-0.12861976,-0.046868805,-0.18985815,-0.34082863,-0.61816007,0.039974544,-0.18315858,0.021460574,0.21343462,-0.3794348,0.5826392,0.065769285,0.56007034,0.12403187,0.21941964,-0.3487667
item_161,-0.1028817,0.19396077,-0.1534568,0.027838185,-0.9771217,0.02633706,-0.3258072,-0.4464815,-0.41311917,-0.09034121,-0.04675317,-0.188348,-0.09030502,0.006148254,0.0017429782,-0.10215365,0.69627315,-0.34916112,-0.43760774
item_162,0.1682959,0.43650317,-0.1270358,-0.09070697,0.03632318,0.146405,0.11635456,-0.2220771,-0.81627995,0.3434713,0.29818928,-0.15411007,0.5332148,0.27362671,-0.1620174,-0.2582884,0.66762304,-0.20046124,-0.329285
item_163,-0.27998453,-0.3880395,0.03272479,-0.2533077,-0.07971788,0.31238604,0.3782158,-0.16237856,-0.13475968,0.16630761,0.13832629,0.013837974,-0.08661582,-0.09313603,0.50863636,0.1398437,-0.09471723,0.15287404,-0.021603743
item_164,-0.23685771,0.09948295,-0.29470167,-0.027482351,-0.24186966,-0.277943,0.37249836,-0.043810334,0.24852253,0.29234478,-0.4728503,0.008206438,-0.15374923,0.11349067,-0.048462976,0.022288727,-0.12951638,-0.0027606653,-0.014347008
item_165,-0.14642458,-0.18600072,0.032099627,-0.14041041,-0.050474368,0.05682852,-0.39239827,0.0914205,0.07973098,0.19077693,0.12435125,0.5289093,0.42710423,0.32547557,-0.082606606,-0.40102917,0.37944698,0.1673032,0.04080485
item_166,0.17416377,0.015185764,-0.0824627,-0.28221348,0.647969,-0.09330158,0.061711494,0.026408568,0.5409984,0.04847255,0.29122248,-0.1458804,0.025402745,0.1046407,0.07548632,-0.057047334,0.32297665,0.19266473,-0.03757004
item_167,-0.35158587,0.25578815,0.123424575,-0.02925569,-0.16004342,-0.21414807,-0.26900792,-0.06146454,0.0778468,-0.2817395,-0.009870488,0.42051235,0.21792942,0.7000562,0.25346562,-0.24127385,0.6582902,-0.023203257,0.20514038
item_168,0.14027604,0.044366132,-0.055739723,-0.11520882,-0.24106404,0.4271665,0.43035597,-0.07667562,-0.2478484,-0.42218897,-0.2642242,0.21326791,0.16945581,-0.14308976,-0.15831086,-0.41266364,0.53142285,-0.07853534,-0.50400376
item_169,0.19767591,-0.12441672,0.44892114,-0.316858,0.17247188,0.45976004,0.12513238,0.05444017,-0.0723824,0.30008227,0.063531384,0.27668202,0.278556,-0.29435667,-0.10643739,0.487632,-0.71229607,0.048962407,-0.2394317
item_170,-0.22479889,-0.019985897,-0.32034862,0.032496203,0.24089332,0.017903501,0.23328508,0.27128133,-0.1818111,0.6968861,-0.3251827,0.13367817,-0.010685829,-0.020393366,-0.35989526,-0.11861419,0.054875858,0.1051308,-0.50884295
item_171,-0.21160899,0.10307971,-0.036090475,0.36597168,0.1799047,0.22953473,0.24708591,0.034181412,0.0070682387,0.66346616,0.06140367,-0.26056844,0.32467785,0.46518615,-0.24825563,0.40425426,0.5057125,0.25081354,-0.23821257
item_172,0.090299934,0.07242612,-0.439136,-0.3629261,0.3843872,0.06650579,0.0075182915,0.44260633,-0.23667145,-0.05424225,0.40746865,-0.09607812,-0.14224364,-0.4527492,0.0063598272,0.27574345,0.114746,-0.17466223,-0.34546754
item_173,0.16460966,0.04895412,0.13424294,-0.104590945,-0.04413121,-0.12906428,-0.15041009,0.45912376,-0.23976512,-0.04765099,-0.11997952,0.18408054,0.1612171,0.121702515,-0.4354206,-0.026121585,0.13203235,0.26750004,-0.43498275
item_174,-0.4962451,0.10163555,-0.5050349,0.08636711,0.17623906,-0.13076752,-0.39566013,0.35264063,-0.057240095,0.005496789,0.30346322,0.20363419,0.26768747,0.05865263,-0.3973301,0.36519644,0.2716928,-0.06699005,0.06463401
item_175,-0.030961331,-0.31334504,-0.05553793,-0.010149684,-0.28612778,-0.34371597,-0.27289876,0.28891012,-0.31277552,-0.24597208,0.00088556315,0.2299553,-0.032799467,0.3092627,-0.003823995,-0.005073204,0.08168869,-0.61222005,-0.22787414
item_176,0.21182492,0.18191367,-0.058551688,-0.12188996,-0.2540997,0.00014488894,0.18297704,0.13447882,0.3805211,-0.023495894,-0.1897179,0.030913819,-0.22288138,0.12350848,0.14978765,-0.22489034,-0.3393877,-0.3824986,-0.049411636
item_177,-0.19324727,-0.06553594,0.067836665,-0.02434408,-0.2943952,0.034156024,-0.2469781,0.36717516,-0.1611818,0.039933868,0.092088886,0.282219,-0.1679278,0.23785391,-0.027739333,-0.1749508,0.35322306,-0.17869584,-0.17535289
item_178,0.33319384,-0.0444578,-0.2382712,-0.3649491,0.07988252,0.085334115,-0.006135752,0.46067923,-0.31549358,0.11840509,-0.081380405,0.23883729,0.4687353,0.14536852,0.010473443,-0.22242586,0.15254328,-0.15352485,-0.30709782
item_179,-0.12830766,-0.042817988,0.27449352,0.014758216,-0.17833644,-0.6324059,-0.01606863,0.4329304,0.016323062,0.17759508,-0.05175137,0.25815383,-0.08316646,0.41810116,0.14786115,-0.19047487,0.116622046,-0.1776841,-0.01306006
item_180,-0.31301504,0.5957449,-0.19733922,0.11801365,-0.38418335,-0.004224438,0.30954066,0.096169114,0.0007592901,0.22065455,-0.4257766,-0.21176769,0.862076,0.05581682,-0.3257513,0.49031878,0.15636207,0.13765101,-0.090280816
item_181,-0.02422651,-0.045607854,-0.2899457,0.24979913,-0.3954408,0.16628833,-0.102620766,0.1215608,-0.01923984,0.075063676,0.19750021,0.5592375,0.20528546,0.68428934,-0.14892769,-0.37620935,0.18083471,-0.33559456,-0.103859186
item_182,0.29451782,0.13874325,-0.39458492,0.036223,-0.00021469855,-0.3629375,-0.17729633,0.04083775,0.30238414,-0.03657433,0.46477413,-0.4492999,0.3340221,-0.0117209675,0.096490465,0.43221042,0.45055014,0.11647768,-0.0780107
item_183,0.7246907,-0.46499488,-0.121745154,-0.4525747,0.1651429,-0.08049129,0.09815361,-0.1468475,-0.0116019305,0.19322127,0.0003974603,0.08913174,0.43536076,0.7816253,-0.3486386,0.59959745,-0.16826299,-0.16092291,-0.10435584
item_184,0.34856796,0.48067227,-0.30121303,-0.0019634496,-0.21014346,-0.3110532,-0.63098574,-0.04592986,-0.290834,-0.021562457,0.03405001,0.22205488,0.14014484,0.26529634,-0.25848973,-0.0748367,0.4336672,-0.17795308,-0.004728033
item_185,0.07610173,0.010658959,-0.29230514,0.17232195,-0.50548,0.2167594,0.2411343,0.1837369,0.12308333,-0.18666671,0.24052635,0.4858889,0.18287922,0.2696289,0.017785445,-0.37359986,0.62325436,-0.19814853,-0.30729076
item_186,0.11367312,0.25076643,0.052891254,-0.66727763,0.38380238,0.007957703,-0.0011745179,-0.061652772,0.15983135,-0.081760064,0.49380195,0.10859903,0.33841637,-0.14192101,0.043905035,0.01581821,0.36339316,-0.10480378,0.019149285
item_187,0.2217161,0.64581287,0.24258396,-0.015384933,-0.03619354,-0.0059788083,-0.13729855,0.37794688,0.091287695,0.23056543,0.00093669916,-0.21876393,-0.3273575,0.083318636,0.3029078,-0.2957935,0.4020322,-0.29780406,0.021954063
item_188,-0.052292816,0.5191955,-0.19402167,-0.04152364,-0.6098428,-0.623034,-0.7556265,-0.10740013,-0.37776083,-0.3376848,-0.08097409,-0.41792268,-0.021337377,-0.1285988,-0.18673615,0.5258787,0.4174569,-0.010343218,-0.20320193
item_189,0.19052951,-0.16950263,0.19440801,-0.27049345,0.17028886,0.22994886,0.60157233,-0.23683669,0.09330016,0.41204116,0.072328374,-0.2780885,-0.2324575,0.7361877,-0.3395068,0.2588906,0.3047468,-0.0015172283,-0.21217261
item_190,-0.022755021,0.48164436,-0.35948583,-0.2633268,0.43736765,-0.55041695,0.33869568,0.045010302,-0.37315315,-0.7202679,0.11207274,0.10659853,0.69950885,-0.23403065,-0.20763107,0.5052145,-0.5858305,-0.17101865,-0.41571218
item_191,0.2986507,0.1886498,0.14957285,-0.3761638,-0.52286494,-0.12777391,-0.04075864,-0.0026040524,0.18018977,0.4059296,-0.113043495,0.22656065,0.37404674,0.16424848,-0.15201595,-0.16752413,-0.31770805,-0.28428638,-0.44169497
item_192,-0.09972607,0.39632162,-0.13822621,-0.16974467,-0.1748559,-0.03711185,0.016531672,0.14782852,0.30094236,0.57364464,-0.2933631,-0.026068531,0.2919234,-0.29184434,-0.029907933,-0.23040111,0.095809124,0.088525936,-0.26501715
item_193,-0.16351905,0.43133873,-0.17452139,-0.30500215,-0.3729924,-0.32875744,-0.2554752,-0.14532612,-0.40236005,-0.17035358,0.45516482,-0.4171168,0.38404652,0.3461517,-0.03826326,0.9657455,0.0915765,-0.28008667,0.00591497
item_194,0.16245478,0.17938748,-0.38545254,-0.028409395,-0.6317284,-0.10396984,-0.67415196,0.4478321,-0.399368,-0.122119196,0.34634656,-0.057038195,-0.099142164,0.51158255,0.058927763,-0.18295181,0.13988097,-0.17345096,-0.009512809
item_195,0.29567415,-0.15750147,-0.0044206753,0.05519347,0.15927663,-0.13673188,0.13804437,0.57779324,-0.6215984,0.058053423,-0.04010205,0.20994128,0.72010386,0.20747685,0.38188425,0.15815376,0.2002688,-0.19266805,-0.009195877
item_196,-0.30781487,0.17578809,-0.09267083,-0.12059643,0.2557444,-0.0036710417,-0.3329903,0.32851365,-0.4495036,-0.11091553,-0.1431441,0.044287387,0.08101896,-0.12300002,-0.19039905,-0.17016098,0.44875655,-0.3467567,-0.28081653
item_197,0.12095552,0.14258258,-0.3762762,0.2138044,-0.26649126,-0.025267484,-0.4322991,0.075727984,0.08971165,0.18440233,0.16316172,0.07429688,0.21791603,0.42308295,-0.07363386,0.44451064,0.105917536,-0.114973575,-0.025245005
item_198,0.36944452,-0.092322744,-0.13672124,0.41968536,0.2881656,-0.041014712,-0.40055934,0.084357716,-0.10480722,-0.033248376,-0.14791629,0.016696548,0.047299076,0.21293017,0.24204473,0.1187225,0.48729596,-0.33109426,-0.018682051
